Public_MAG_ID	public_fasta_filename	original_fasta_filename	Unique_MAG_ID	genome_file	AT_BatchID	user_genome
RESPICAT_MAG_000001	RESPICAT_MAG_000001.fna	RESPICAT_LRT_B01_PRJNA687506_SRR13336586_MAG03.fasta	RESPICAT_LRT_B01_PRJNA687506_SRR13336586_MAG03	RESPICAT_LRT_B01_PRJNA687506_SRR13336586_MAG03.fasta	LRT_B01_PRJNA687506	MAG03
RESPICAT_MAG_000002	RESPICAT_MAG_000002.fna	RESPICAT_LRT_B01_PRJNA687506_SRR13340892_MAG08.fasta	RESPICAT_LRT_B01_PRJNA687506_SRR13340892_MAG08	RESPICAT_LRT_B01_PRJNA687506_SRR13340892_MAG08.fasta	LRT_B01_PRJNA687506	MAG08
RESPICAT_MAG_000003	RESPICAT_MAG_000003.fna	RESPICAT_LRT_B01_PRJNA687506_SRR13340963_MAG16.fasta	RESPICAT_LRT_B01_PRJNA687506_SRR13340963_MAG16	RESPICAT_LRT_B01_PRJNA687506_SRR13340963_MAG16.fasta	LRT_B01_PRJNA687506	MAG16
RESPICAT_MAG_000004	RESPICAT_MAG_000004.fna	RESPICAT_LRT_B01_PRJNA687506_SRR13341009_MAG17.fasta	RESPICAT_LRT_B01_PRJNA687506_SRR13341009_MAG17	RESPICAT_LRT_B01_PRJNA687506_SRR13341009_MAG17.fasta	LRT_B01_PRJNA687506	MAG17
RESPICAT_MAG_000005	RESPICAT_MAG_000005.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791620_MAG04.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791620_MAG04	RESPICAT_LRT_B02_PRJEB29011_ERR4791620_MAG04.fasta	LRT_B02_PRJEB29011	MAG04
RESPICAT_MAG_000006	RESPICAT_MAG_000006.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791626_MAG07.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791626_MAG07	RESPICAT_LRT_B02_PRJEB29011_ERR4791626_MAG07.fasta	LRT_B02_PRJEB29011	MAG07
RESPICAT_MAG_000007	RESPICAT_MAG_000007.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791631_MAG11.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791631_MAG11	RESPICAT_LRT_B02_PRJEB29011_ERR4791631_MAG11.fasta	LRT_B02_PRJEB29011	MAG11
RESPICAT_MAG_000008	RESPICAT_MAG_000008.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791633_MAG12.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791633_MAG12	RESPICAT_LRT_B02_PRJEB29011_ERR4791633_MAG12.fasta	LRT_B02_PRJEB29011	MAG12
RESPICAT_MAG_000009	RESPICAT_MAG_000009.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791635_MAG13.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791635_MAG13	RESPICAT_LRT_B02_PRJEB29011_ERR4791635_MAG13.fasta	LRT_B02_PRJEB29011	MAG13
RESPICAT_MAG_000010	RESPICAT_MAG_000010.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791635_MAG17.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791635_MAG17	RESPICAT_LRT_B02_PRJEB29011_ERR4791635_MAG17.fasta	LRT_B02_PRJEB29011	MAG17
RESPICAT_MAG_000011	RESPICAT_MAG_000011.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791644_MAG18.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791644_MAG18	RESPICAT_LRT_B02_PRJEB29011_ERR4791644_MAG18.fasta	LRT_B02_PRJEB29011	MAG18
RESPICAT_MAG_000012	RESPICAT_MAG_000012.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791646_MAG19.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791646_MAG19	RESPICAT_LRT_B02_PRJEB29011_ERR4791646_MAG19.fasta	LRT_B02_PRJEB29011	MAG19
RESPICAT_MAG_000013	RESPICAT_MAG_000013.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4791661_MAG08.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4791661_MAG08	RESPICAT_LRT_B02_PRJEB29011_ERR4791661_MAG08.fasta	LRT_B02_PRJEB29011	MAG08
RESPICAT_MAG_000014	RESPICAT_MAG_000014.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4853053_MAG23.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4853053_MAG23	RESPICAT_LRT_B02_PRJEB29011_ERR4853053_MAG23.fasta	LRT_B02_PRJEB29011	MAG23
RESPICAT_MAG_000015	RESPICAT_MAG_000015.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4853095_MAG25.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4853095_MAG25	RESPICAT_LRT_B02_PRJEB29011_ERR4853095_MAG25.fasta	LRT_B02_PRJEB29011	MAG25
RESPICAT_MAG_000016	RESPICAT_MAG_000016.fna	RESPICAT_LRT_B02_PRJEB29011_ERR4853095_MAG26.fasta	RESPICAT_LRT_B02_PRJEB29011_ERR4853095_MAG26	RESPICAT_LRT_B02_PRJEB29011_ERR4853095_MAG26.fasta	LRT_B02_PRJEB29011	MAG26
RESPICAT_MAG_000017	RESPICAT_MAG_000017.fna	RESPICAT_LRT_B03_Bergen_noHuman-71289_MAG2.fasta	RESPICAT_LRT_B03_Bergen_noHuman-71289_MAG2	RESPICAT_LRT_B03_Bergen_noHuman-71289_MAG2.fasta	LRT_B03_Bergen	MAG2
RESPICAT_MAG_000018	RESPICAT_MAG_000018.fna	RESPICAT_LRT_B04_Multi_batch_SRR10590820_MAG03.fasta	RESPICAT_LRT_B04_Multi_batch_SRR10590820_MAG03	RESPICAT_LRT_B04_Multi_batch_SRR10590820_MAG03.fasta	LRT_B04_Multi_batch	MAG03
RESPICAT_MAG_000019	RESPICAT_MAG_000019.fna	RESPICAT_LRT_B04_Multi_batch_SRR11207267_MAG05.fasta	RESPICAT_LRT_B04_Multi_batch_SRR11207267_MAG05	RESPICAT_LRT_B04_Multi_batch_SRR11207267_MAG05.fasta	LRT_B04_Multi_batch	MAG05
RESPICAT_MAG_000020	RESPICAT_MAG_000020.fna	RESPICAT_LRT_B04_Multi_batch_SRR11207287_MAG06.fasta	RESPICAT_LRT_B04_Multi_batch_SRR11207287_MAG06	RESPICAT_LRT_B04_Multi_batch_SRR11207287_MAG06.fasta	LRT_B04_Multi_batch	MAG06
RESPICAT_MAG_000021	RESPICAT_MAG_000021.fna	RESPICAT_LRT_B06_Multi_batch_SRR12397836_MAG67.fasta	RESPICAT_LRT_B06_Multi_batch_SRR12397836_MAG67	RESPICAT_LRT_B06_Multi_batch_SRR12397836_MAG67.fasta	LRT_B06_Multi_batch	MAG67
RESPICAT_MAG_000022	RESPICAT_MAG_000022.fna	RESPICAT_LRT_B06_Multi_batch_SRR5395413_MAG36.fasta	RESPICAT_LRT_B06_Multi_batch_SRR5395413_MAG36	RESPICAT_LRT_B06_Multi_batch_SRR5395413_MAG36.fasta	LRT_B06_Multi_batch	MAG36
RESPICAT_MAG_000023	RESPICAT_MAG_000023.fna	RESPICAT_LRT_B06_Multi_batch_SRR8482115_MAG51.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8482115_MAG51	RESPICAT_LRT_B06_Multi_batch_SRR8482115_MAG51.fasta	LRT_B06_Multi_batch	MAG51
RESPICAT_MAG_000024	RESPICAT_MAG_000024.fna	RESPICAT_LRT_B06_Multi_batch_SRR8482119_MAG53.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8482119_MAG53	RESPICAT_LRT_B06_Multi_batch_SRR8482119_MAG53.fasta	LRT_B06_Multi_batch	MAG53
RESPICAT_MAG_000025	RESPICAT_MAG_000025.fna	RESPICAT_LRT_B06_Multi_batch_SRR8482119_MAG54.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8482119_MAG54	RESPICAT_LRT_B06_Multi_batch_SRR8482119_MAG54.fasta	LRT_B06_Multi_batch	MAG54
RESPICAT_MAG_000026	RESPICAT_MAG_000026.fna	RESPICAT_LRT_B06_Multi_batch_SRR8482120_MAG55.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8482120_MAG55	RESPICAT_LRT_B06_Multi_batch_SRR8482120_MAG55.fasta	LRT_B06_Multi_batch	MAG55
RESPICAT_MAG_000027	RESPICAT_MAG_000027.fna	RESPICAT_LRT_B06_Multi_batch_SRR8482143_MAG57.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8482143_MAG57	RESPICAT_LRT_B06_Multi_batch_SRR8482143_MAG57.fasta	LRT_B06_Multi_batch	MAG57
RESPICAT_MAG_000028	RESPICAT_MAG_000028.fna	RESPICAT_LRT_B06_Multi_batch_SRR8482163_MAG45.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8482163_MAG45	RESPICAT_LRT_B06_Multi_batch_SRR8482163_MAG45.fasta	LRT_B06_Multi_batch	MAG45
RESPICAT_MAG_000029	RESPICAT_MAG_000029.fna	RESPICAT_LRT_B06_Multi_batch_SRR8731662_MAG42.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8731662_MAG42	RESPICAT_LRT_B06_Multi_batch_SRR8731662_MAG42.fasta	LRT_B06_Multi_batch	MAG42
RESPICAT_MAG_000030	RESPICAT_MAG_000030.fna	RESPICAT_LRT_B06_Multi_batch_SRR8731670_MAG43.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8731670_MAG43	RESPICAT_LRT_B06_Multi_batch_SRR8731670_MAG43.fasta	LRT_B06_Multi_batch	MAG43
RESPICAT_MAG_000031	RESPICAT_MAG_000031.fna	RESPICAT_LRT_B06_Multi_batch_SRR8731670_MAG48.fasta	RESPICAT_LRT_B06_Multi_batch_SRR8731670_MAG48	RESPICAT_LRT_B06_Multi_batch_SRR8731670_MAG48.fasta	LRT_B06_Multi_batch	MAG48
RESPICAT_MAG_000032	RESPICAT_MAG_000032.fna	RESPICAT_RT_B07_Multi_batch_SRR13340890_MAG002.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340890_MAG002	RESPICAT_RT_B07_Multi_batch_SRR13340890_MAG002.fasta	RT_B07_Multi_batch	MAG002
RESPICAT_MAG_000033	RESPICAT_MAG_000033.fna	RESPICAT_RT_B07_Multi_batch_SRR13340890_MAG009.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340890_MAG009	RESPICAT_RT_B07_Multi_batch_SRR13340890_MAG009.fasta	RT_B07_Multi_batch	MAG009
RESPICAT_MAG_000034	RESPICAT_MAG_000034.fna	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG012.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG012	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG012.fasta	RT_B07_Multi_batch	MAG012
RESPICAT_MAG_000035	RESPICAT_MAG_000035.fna	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG017.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG017	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG017.fasta	RT_B07_Multi_batch	MAG017
RESPICAT_MAG_000036	RESPICAT_MAG_000036.fna	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG018.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG018	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG018.fasta	RT_B07_Multi_batch	MAG018
RESPICAT_MAG_000037	RESPICAT_MAG_000037.fna	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG019.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG019	RESPICAT_RT_B07_Multi_batch_SRR13340891_MAG019.fasta	RT_B07_Multi_batch	MAG019
RESPICAT_MAG_000038	RESPICAT_MAG_000038.fna	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG025.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG025	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG025.fasta	RT_B07_Multi_batch	MAG025
RESPICAT_MAG_000039	RESPICAT_MAG_000039.fna	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG029.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG029	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG029.fasta	RT_B07_Multi_batch	MAG029
RESPICAT_MAG_000040	RESPICAT_MAG_000040.fna	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG032.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG032	RESPICAT_RT_B07_Multi_batch_SRR13340901_MAG032.fasta	RT_B07_Multi_batch	MAG032
RESPICAT_MAG_000041	RESPICAT_MAG_000041.fna	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG037.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG037	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG037.fasta	RT_B07_Multi_batch	MAG037
RESPICAT_MAG_000042	RESPICAT_MAG_000042.fna	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG038.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG038	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG038.fasta	RT_B07_Multi_batch	MAG038
RESPICAT_MAG_000043	RESPICAT_MAG_000043.fna	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG041.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG041	RESPICAT_RT_B07_Multi_batch_SRR13340908_MAG041.fasta	RT_B07_Multi_batch	MAG041
RESPICAT_MAG_000044	RESPICAT_MAG_000044.fna	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG045.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG045	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG045.fasta	RT_B07_Multi_batch	MAG045
RESPICAT_MAG_000045	RESPICAT_MAG_000045.fna	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG048.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG048	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG048.fasta	RT_B07_Multi_batch	MAG048
RESPICAT_MAG_000046	RESPICAT_MAG_000046.fna	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG050.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG050	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG050.fasta	RT_B07_Multi_batch	MAG050
RESPICAT_MAG_000047	RESPICAT_MAG_000047.fna	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG051.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG051	RESPICAT_RT_B07_Multi_batch_SRR13340910_MAG051.fasta	RT_B07_Multi_batch	MAG051
RESPICAT_MAG_000048	RESPICAT_MAG_000048.fna	RESPICAT_RT_B07_Multi_batch_SRR13340917_MAG054.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340917_MAG054	RESPICAT_RT_B07_Multi_batch_SRR13340917_MAG054.fasta	RT_B07_Multi_batch	MAG054
RESPICAT_MAG_000049	RESPICAT_MAG_000049.fna	RESPICAT_RT_B07_Multi_batch_SRR13340917_MAG058.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340917_MAG058	RESPICAT_RT_B07_Multi_batch_SRR13340917_MAG058.fasta	RT_B07_Multi_batch	MAG058
RESPICAT_MAG_000050	RESPICAT_MAG_000050.fna	RESPICAT_RT_B07_Multi_batch_SRR13340918_MAG062.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340918_MAG062	RESPICAT_RT_B07_Multi_batch_SRR13340918_MAG062.fasta	RT_B07_Multi_batch	MAG062
RESPICAT_MAG_000051	RESPICAT_MAG_000051.fna	RESPICAT_RT_B07_Multi_batch_SRR13340928_MAG064.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340928_MAG064	RESPICAT_RT_B07_Multi_batch_SRR13340928_MAG064.fasta	RT_B07_Multi_batch	MAG064
RESPICAT_MAG_000052	RESPICAT_MAG_000052.fna	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG066.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG066	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG066.fasta	RT_B07_Multi_batch	MAG066
RESPICAT_MAG_000053	RESPICAT_MAG_000053.fna	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG068.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG068	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG068.fasta	RT_B07_Multi_batch	MAG068
RESPICAT_MAG_000054	RESPICAT_MAG_000054.fna	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG069.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG069	RESPICAT_RT_B07_Multi_batch_SRR13340933_MAG069.fasta	RT_B07_Multi_batch	MAG069
RESPICAT_MAG_000055	RESPICAT_MAG_000055.fna	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG026.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG026	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG026.fasta	RT_B07_Multi_batch	MAG026
RESPICAT_MAG_000056	RESPICAT_MAG_000056.fna	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG070.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG070	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG070.fasta	RT_B07_Multi_batch	MAG070
RESPICAT_MAG_000057	RESPICAT_MAG_000057.fna	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG071.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG071	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG071.fasta	RT_B07_Multi_batch	MAG071
RESPICAT_MAG_000058	RESPICAT_MAG_000058.fna	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG072.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG072	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG072.fasta	RT_B07_Multi_batch	MAG072
RESPICAT_MAG_000059	RESPICAT_MAG_000059.fna	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG075.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG075	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG075.fasta	RT_B07_Multi_batch	MAG075
RESPICAT_MAG_000060	RESPICAT_MAG_000060.fna	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG076.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG076	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG076.fasta	RT_B07_Multi_batch	MAG076
RESPICAT_MAG_000061	RESPICAT_MAG_000061.fna	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG079.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG079	RESPICAT_RT_B07_Multi_batch_SRR13340936_MAG079.fasta	RT_B07_Multi_batch	MAG079
RESPICAT_MAG_000062	RESPICAT_MAG_000062.fna	RESPICAT_RT_B07_Multi_batch_SRR13340940_MAG083.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340940_MAG083	RESPICAT_RT_B07_Multi_batch_SRR13340940_MAG083.fasta	RT_B07_Multi_batch	MAG083
RESPICAT_MAG_000063	RESPICAT_MAG_000063.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG027.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG027	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG027.fasta	RT_B07_Multi_batch	MAG027
RESPICAT_MAG_000064	RESPICAT_MAG_000064.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG078.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG078	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG078.fasta	RT_B07_Multi_batch	MAG078
RESPICAT_MAG_000065	RESPICAT_MAG_000065.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG086.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG086	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG086.fasta	RT_B07_Multi_batch	MAG086
RESPICAT_MAG_000066	RESPICAT_MAG_000066.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG087.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG087	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG087.fasta	RT_B07_Multi_batch	MAG087
RESPICAT_MAG_000067	RESPICAT_MAG_000067.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG088.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG088	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG088.fasta	RT_B07_Multi_batch	MAG088
RESPICAT_MAG_000068	RESPICAT_MAG_000068.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG089.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG089	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG089.fasta	RT_B07_Multi_batch	MAG089
RESPICAT_MAG_000069	RESPICAT_MAG_000069.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG090.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG090	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG090.fasta	RT_B07_Multi_batch	MAG090
RESPICAT_MAG_000070	RESPICAT_MAG_000070.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG091.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG091	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG091.fasta	RT_B07_Multi_batch	MAG091
RESPICAT_MAG_000071	RESPICAT_MAG_000071.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG094.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG094	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG094.fasta	RT_B07_Multi_batch	MAG094
RESPICAT_MAG_000072	RESPICAT_MAG_000072.fna	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG095.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG095	RESPICAT_RT_B07_Multi_batch_SRR13340954_MAG095.fasta	RT_B07_Multi_batch	MAG095
RESPICAT_MAG_000073	RESPICAT_MAG_000073.fna	RESPICAT_RT_B07_Multi_batch_SRR13340958_MAG024.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340958_MAG024	RESPICAT_RT_B07_Multi_batch_SRR13340958_MAG024.fasta	RT_B07_Multi_batch	MAG024
RESPICAT_MAG_000074	RESPICAT_MAG_000074.fna	RESPICAT_RT_B07_Multi_batch_SRR13340965_MAG034.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340965_MAG034	RESPICAT_RT_B07_Multi_batch_SRR13340965_MAG034.fasta	RT_B07_Multi_batch	MAG034
RESPICAT_MAG_000075	RESPICAT_MAG_000075.fna	RESPICAT_RT_B07_Multi_batch_SRR13340968_MAG021.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340968_MAG021	RESPICAT_RT_B07_Multi_batch_SRR13340968_MAG021.fasta	RT_B07_Multi_batch	MAG021
RESPICAT_MAG_000076	RESPICAT_MAG_000076.fna	RESPICAT_RT_B07_Multi_batch_SRR13340968_MAG099.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340968_MAG099	RESPICAT_RT_B07_Multi_batch_SRR13340968_MAG099.fasta	RT_B07_Multi_batch	MAG099
RESPICAT_MAG_000077	RESPICAT_MAG_000077.fna	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG005.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG005	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG005.fasta	RT_B07_Multi_batch	MAG005
RESPICAT_MAG_000078	RESPICAT_MAG_000078.fna	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG067.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG067	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG067.fasta	RT_B07_Multi_batch	MAG067
RESPICAT_MAG_000079	RESPICAT_MAG_000079.fna	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG096.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG096	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG096.fasta	RT_B07_Multi_batch	MAG096
RESPICAT_MAG_000080	RESPICAT_MAG_000080.fna	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG102.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG102	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG102.fasta	RT_B07_Multi_batch	MAG102
RESPICAT_MAG_000081	RESPICAT_MAG_000081.fna	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG103.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG103	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG103.fasta	RT_B07_Multi_batch	MAG103
RESPICAT_MAG_000082	RESPICAT_MAG_000082.fna	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG105.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG105	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG105.fasta	RT_B07_Multi_batch	MAG105
RESPICAT_MAG_000083	RESPICAT_MAG_000083.fna	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG106.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG106	RESPICAT_RT_B07_Multi_batch_SRR13340979_MAG106.fasta	RT_B07_Multi_batch	MAG106
RESPICAT_MAG_000084	RESPICAT_MAG_000084.fna	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG107.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG107	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG107.fasta	RT_B07_Multi_batch	MAG107
RESPICAT_MAG_000085	RESPICAT_MAG_000085.fna	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG109.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG109	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG109.fasta	RT_B07_Multi_batch	MAG109
RESPICAT_MAG_000086	RESPICAT_MAG_000086.fna	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG113.fasta	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG113	RESPICAT_RT_B07_Multi_batch_SRR13340984_MAG113.fasta	RT_B07_Multi_batch	MAG113
RESPICAT_MAG_000087	RESPICAT_MAG_000087.fna	RESPICAT_RT_B07_Multi_batch_SRR13341001_MAG117.fasta	RESPICAT_RT_B07_Multi_batch_SRR13341001_MAG117	RESPICAT_RT_B07_Multi_batch_SRR13341001_MAG117.fasta	RT_B07_Multi_batch	MAG117
RESPICAT_MAG_000088	RESPICAT_MAG_000088.fna	RESPICAT_RT_B07_Multi_batch_SRR13341007_MAG042.fasta	RESPICAT_RT_B07_Multi_batch_SRR13341007_MAG042	RESPICAT_RT_B07_Multi_batch_SRR13341007_MAG042.fasta	RT_B07_Multi_batch	MAG042
RESPICAT_MAG_000089	RESPICAT_MAG_000089.fna	RESPICAT_RT_B07_Multi_batch_SRR13341007_MAG101.fasta	RESPICAT_RT_B07_Multi_batch_SRR13341007_MAG101	RESPICAT_RT_B07_Multi_batch_SRR13341007_MAG101.fasta	RT_B07_Multi_batch	MAG101
