Public_MAG_ID	Domain	phylum	class	order	family	genus	species	no_species_assignment
RESPICAT_MAG_001141	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria subflava_A	FALSE
RESPICAT_MAG_001142	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae	FALSE
RESPICAT_MAG_001143	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_001144	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia_A	Leptotrichia_A sp000469505	FALSE
RESPICAT_MAG_001145	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis_BC	FALSE
RESPICAT_MAG_001146	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Achromobacter	Achromobacter xylosoxidans	FALSE
RESPICAT_MAG_001147	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	NA	TRUE
RESPICAT_MAG_001148	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	NA	TRUE
RESPICAT_MAG_001149	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia_A	Leptotrichia_A sp001274535	FALSE
RESPICAT_MAG_001150	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	Kingella kingae	FALSE
RESPICAT_MAG_001151	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_001152	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella ignava	FALSE
RESPICAT_MAG_001153	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001154	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE
RESPICAT_MAG_001155	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE
RESPICAT_MAG_001156	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	NA	TRUE
RESPICAT_MAG_001157	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	FALSE
RESPICAT_MAG_001158	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001159	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	NA	NA	TRUE
RESPICAT_MAG_001160	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella micans	FALSE
RESPICAT_MAG_001161	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	Nanoperiomorbus sp905373275	FALSE
RESPICAT_MAG_001162	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	NA	TRUE
RESPICAT_MAG_001163	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_B	NA	TRUE
RESPICAT_MAG_001164	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAKAHY01	CAKAHY01 sp916439265	FALSE
RESPICAT_MAG_001165	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10027	SDRW01	SDRW01 sp013333595	FALSE
RESPICAT_MAG_001166	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_001167	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_001168	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001169	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp013333625	FALSE
RESPICAT_MAG_001170	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	SDRK01	SDRK01	SDRK01 sp007845205	FALSE
RESPICAT_MAG_001171	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	FALSE
RESPICAT_MAG_001172	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces timonensis	FALSE
RESPICAT_MAG_001173	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	JABCPH02	NA	TRUE
RESPICAT_MAG_001174	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE
RESPICAT_MAG_001175	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	NA	TRUE
RESPICAT_MAG_001176	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	FALSE
RESPICAT_MAG_001177	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001178	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_001179	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA	TRUE
RESPICAT_MAG_001180	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria elongata	FALSE
RESPICAT_MAG_001181	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	TRUE
RESPICAT_MAG_001182	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	Flexilinea sp001717545	FALSE
RESPICAT_MAG_001183	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A curvus	FALSE
RESPICAT_MAG_001184	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola abscessus	FALSE
RESPICAT_MAG_001185	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE
RESPICAT_MAG_001186	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	NA	TRUE
RESPICAT_MAG_001187	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter	NA	TRUE
RESPICAT_MAG_001188	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	NA	TRUE
RESPICAT_MAG_001189	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella sp000411555	FALSE
RESPICAT_MAG_001190	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	Pseudoleptotrichia goodfellowii	FALSE
RESPICAT_MAG_001191	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella shahii	FALSE
RESPICAT_MAG_001192	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA	TRUE
RESPICAT_MAG_001193	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	NA	TRUE
RESPICAT_MAG_001194	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	NA	NA	TRUE
RESPICAT_MAG_001195	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	NA	TRUE
RESPICAT_MAG_001196	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia odontolytica	FALSE
RESPICAT_MAG_001197	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_001198	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_B	NA	TRUE
RESPICAT_MAG_001199	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_B	NA	TRUE
RESPICAT_MAG_001200	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella_B	Kingella_B oralis	FALSE
RESPICAT_MAG_001201	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella halliae	FALSE
RESPICAT_MAG_001202	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus vaginalis	FALSE
RESPICAT_MAG_001203	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	Campylobacter_B sp900539505	FALSE
RESPICAT_MAG_001204	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium vincentii	FALSE
RESPICAT_MAG_001205	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	JABCPE02 sp013333875	FALSE
RESPICAT_MAG_001206	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001207	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp900541895	FALSE
RESPICAT_MAG_001208	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_F	Olsenella_F profusa_A	FALSE
RESPICAT_MAG_001209	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Scardovia	Scardovia inopinata	FALSE
RESPICAT_MAG_001210	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001211	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Filifactoraceae	Filifactor	Filifactor alocis	FALSE
RESPICAT_MAG_001212	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Scardovia	Scardovia wiggsiae	FALSE
RESPICAT_MAG_001213	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_001214	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	NA	TRUE
RESPICAT_MAG_001215	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-793	CAG-793 sp013333395	FALSE
RESPICAT_MAG_001216	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_O	FALSE
RESPICAT_MAG_001217	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE
RESPICAT_MAG_001218	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp905372445	FALSE
RESPICAT_MAG_001219	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	RGIG8124	NA	TRUE
RESPICAT_MAG_001220	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus sp013332965	FALSE
RESPICAT_MAG_001221	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_001222	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia sp902373285	FALSE
RESPICAT_MAG_001223	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE
RESPICAT_MAG_001224	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA	TRUE
RESPICAT_MAG_001225	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	NA	TRUE
RESPICAT_MAG_001226	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE
RESPICAT_MAG_001227	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	JAGOWQ01	NA	TRUE
RESPICAT_MAG_001228	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_001229	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_001230	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella_B	NA	TRUE
RESPICAT_MAG_001231	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA	TRUE
RESPICAT_MAG_001232	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_001233	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	Nanosynbacter sp905373315	FALSE
RESPICAT_MAG_001234	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	Nanogingivalis sp934717805	FALSE
RESPICAT_MAG_001235	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001236	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp015257125	FALSE
RESPICAT_MAG_001237	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri	FALSE
RESPICAT_MAG_001238	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium gleum	FALSE
RESPICAT_MAG_001239	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	NA	TRUE
RESPICAT_MAG_001240	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_001241	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	TRUE
RESPICAT_MAG_001242	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda felix	FALSE
RESPICAT_MAG_001243	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella conceptionensis	FALSE
RESPICAT_MAG_001244	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_001245	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda sp015265235	FALSE
RESPICAT_MAG_001246	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp013333845	FALSE
RESPICAT_MAG_001247	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE
RESPICAT_MAG_001248	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sinus	FALSE
RESPICAT_MAG_001249	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Lautropia	Lautropia dentalis	FALSE
RESPICAT_MAG_001250	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAJPPJ01	CAJPPJ01 sp905372515	FALSE
RESPICAT_MAG_001251	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A showae_A	FALSE
RESPICAT_MAG_001252	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_001253	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_001254	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella tannerae_A	FALSE
RESPICAT_MAG_001255	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
