Public_MAG_ID	Domain	phylum	class	order	family	genus	species	no_species_assignment
RESPICAT_MAG_000767	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga granulosa	FALSE
RESPICAT_MAG_000768	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000769	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE
RESPICAT_MAG_000770	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000771	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	Nanosynbacter sp010202465	FALSE
RESPICAT_MAG_000772	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10027	SDRW01	SDRW01 sp007845485	FALSE
RESPICAT_MAG_000773	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE
RESPICAT_MAG_000774	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis_H	FALSE
RESPICAT_MAG_000775	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000776	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000777	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria flava	FALSE
RESPICAT_MAG_000778	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	FALSE
RESPICAT_MAG_000779	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D paredis	FALSE
RESPICAT_MAG_000780	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE
RESPICAT_MAG_000781	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000782	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella_B	NA	TRUE
RESPICAT_MAG_000783	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp000467855	FALSE
RESPICAT_MAG_000784	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE
RESPICAT_MAG_000785	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp905372235	FALSE
RESPICAT_MAG_000786	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp018127705	FALSE
RESPICAT_MAG_000787	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	TRUE
RESPICAT_MAG_000788	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_C	NA	TRUE
RESPICAT_MAG_000789	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella seregens	FALSE
RESPICAT_MAG_000790	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	NA	TRUE
RESPICAT_MAG_000791	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	NA	TRUE
RESPICAT_MAG_000792	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE
RESPICAT_MAG_000793	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000794	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	FALSE
RESPICAT_MAG_000795	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp013333625	FALSE
RESPICAT_MAG_000796	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp001553645	FALSE
RESPICAT_MAG_000797	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000798	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000799	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_C	FALSE
RESPICAT_MAG_000800	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria sp943181435	FALSE
RESPICAT_MAG_000801	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Rodentibacter	Rodentibacter sp901420285	FALSE
RESPICAT_MAG_000802	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	F0422 sp003992055	FALSE
RESPICAT_MAG_000803	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	F0422 sp900544365	FALSE
RESPICAT_MAG_000804	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000805	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces dentalis	FALSE
RESPICAT_MAG_000806	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum gingivalis	FALSE
RESPICAT_MAG_000807	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas hibiscicola	FALSE
RESPICAT_MAG_000808	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces massiliensis	FALSE
RESPICAT_MAG_000809	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000810	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000811	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	NA	TRUE
RESPICAT_MAG_000812	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella baroniae	FALSE
RESPICAT_MAG_000813	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	NA	NA	TRUE
RESPICAT_MAG_000814	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	NA	TRUE
RESPICAT_MAG_000815	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000816	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000817	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000818	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp000220835	FALSE
RESPICAT_MAG_000819	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia hongkongensis	FALSE
RESPICAT_MAG_000820	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella_A	Bergeyella_A cardium	FALSE
RESPICAT_MAG_000821	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000822	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000823	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000824	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000825	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris	FALSE
RESPICAT_MAG_000826	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE
RESPICAT_MAG_000827	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis_P	FALSE
RESPICAT_MAG_000828	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp916440255	FALSE
RESPICAT_MAG_000829	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Aggregatibacter	Aggregatibacter sp000466335	FALSE
RESPICAT_MAG_000830	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA	TRUE
RESPICAT_MAG_000831	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000832	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA2023	GN02-873	GN02-873 sp013332525	FALSE
RESPICAT_MAG_000833	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema sp010365865	FALSE
RESPICAT_MAG_000834	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	NA	TRUE
RESPICAT_MAG_000835	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000836	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE
RESPICAT_MAG_000837	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella sp905371865	FALSE
RESPICAT_MAG_000838	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Ottowia	NA	TRUE
RESPICAT_MAG_000839	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	HOT-345 sp013333605	FALSE
RESPICAT_MAG_000840	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp013333845	FALSE
RESPICAT_MAG_000841	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella_B	NA	TRUE
RESPICAT_MAG_000842	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis_AR	FALSE
RESPICAT_MAG_000843	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_AE	FALSE
RESPICAT_MAG_000844	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000845	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella loescheii	FALSE
RESPICAT_MAG_000846	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	NA	TRUE
RESPICAT_MAG_000847	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_AD	FALSE
RESPICAT_MAG_000848	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE
RESPICAT_MAG_000849	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp002240055	FALSE
RESPICAT_MAG_000850	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_000851	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000852	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Parvimonas	NA	TRUE
RESPICAT_MAG_000853	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000854	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	Catonella sp916438525	FALSE
RESPICAT_MAG_000855	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Haemophilus_A	Haemophilus_A parahaemolyticus	FALSE
RESPICAT_MAG_000856	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia sp905372155	FALSE
RESPICAT_MAG_000857	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	NA	TRUE
RESPICAT_MAG_000858	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	NA	TRUE
RESPICAT_MAG_000859	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Fen-668	NA	TRUE
RESPICAT_MAG_000860	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	F0422 sp003992015	FALSE
RESPICAT_MAG_000861	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000862	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A sp905371695	FALSE
RESPICAT_MAG_000863	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000864	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA	TRUE
RESPICAT_MAG_000865	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	JAGOWQ01	NA	TRUE
RESPICAT_MAG_000866	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Aggregatibacter	NA	TRUE
RESPICAT_MAG_000867	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella_A	Moraxella_A sp002478835	FALSE
RESPICAT_MAG_000868	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp013333845	FALSE
RESPICAT_MAG_000869	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	VGLK01	VGLK01 sp905372785	FALSE
RESPICAT_MAG_000870	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000871	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_000872	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_M	FALSE
RESPICAT_MAG_000873	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia mucilaginosa	FALSE
RESPICAT_MAG_000874	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_000875	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000876	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Ottowia	NA	TRUE
RESPICAT_MAG_000877	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	NA	TRUE
RESPICAT_MAG_000878	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp927910985	FALSE
RESPICAT_MAG_000879	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	TRUE
RESPICAT_MAG_000880	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp003248965	FALSE
RESPICAT_MAG_000881	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000882	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000883	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	F0422 sp003992135	FALSE
RESPICAT_MAG_000884	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA	TRUE
RESPICAT_MAG_000885	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia rubra	FALSE
RESPICAT_MAG_000886	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	NA	TRUE
RESPICAT_MAG_000887	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE
RESPICAT_MAG_000888	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp900323545	FALSE
RESPICAT_MAG_000889	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A sp905372745	FALSE
RESPICAT_MAG_000890	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000891	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_000892	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000599605	FALSE
RESPICAT_MAG_000893	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp015257605	FALSE
RESPICAT_MAG_000894	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_000895	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000896	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA	TRUE
RESPICAT_MAG_000897	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp000195595	FALSE
RESPICAT_MAG_000898	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp905372525	FALSE
RESPICAT_MAG_000899	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces johnsonii	FALSE
RESPICAT_MAG_000900	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	NA	TRUE
RESPICAT_MAG_000901	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000902	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Peptidiphaga	Peptidiphaga gingivicola	FALSE
RESPICAT_MAG_000903	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp002999235	FALSE
RESPICAT_MAG_000904	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D sp905373475	FALSE
RESPICAT_MAG_000905	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385	FALSE
RESPICAT_MAG_000906	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_C	NA	TRUE
RESPICAT_MAG_000907	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_000908	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000909	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Parvimonas	NA	TRUE
RESPICAT_MAG_000910	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	NA	TRUE
RESPICAT_MAG_000911	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp002999135	FALSE
RESPICAT_MAG_000912	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_B	Treponema_B denticola	FALSE
RESPICAT_MAG_000913	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000914	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE
RESPICAT_MAG_000915	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp905371715	FALSE
RESPICAT_MAG_000916	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000917	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia sp024294905	FALSE
RESPICAT_MAG_000918	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D periocalifornicus	FALSE
RESPICAT_MAG_000919	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella pleuritidis	FALSE
RESPICAT_MAG_000920	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE
RESPICAT_MAG_000921	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_C	Treponema_C sp905372025	FALSE
RESPICAT_MAG_000922	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	TRUE
RESPICAT_MAG_000923	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA	TRUE
RESPICAT_MAG_000924	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-793	NA	TRUE
RESPICAT_MAG_000925	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Filifactoraceae	Peptoanaerobacter	Peptoanaerobacter yurii	FALSE
RESPICAT_MAG_000926	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000927	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	NA	TRUE
RESPICAT_MAG_000928	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000929	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella sp900766185	FALSE
RESPICAT_MAG_000930	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	NA	TRUE
RESPICAT_MAG_000931	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	NA	TRUE
RESPICAT_MAG_000932	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE
RESPICAT_MAG_000933	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE
RESPICAT_MAG_000934	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	NA	TRUE
RESPICAT_MAG_000935	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE
RESPICAT_MAG_000936	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Peptidiphaga	Peptidiphaga sp000466165	FALSE
RESPICAT_MAG_000937	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella serpentiformis	FALSE
RESPICAT_MAG_000938	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE
RESPICAT_MAG_000939	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000940	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000941	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE
RESPICAT_MAG_000942	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp000466425	FALSE
RESPICAT_MAG_000943	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella sp905373785	FALSE
RESPICAT_MAG_000944	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella_B	NA	TRUE
RESPICAT_MAG_000945	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000946	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000947	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia shahii	FALSE
RESPICAT_MAG_000948	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000949	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema vincentii	FALSE
RESPICAT_MAG_000950	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE
RESPICAT_MAG_000951	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA	TRUE
RESPICAT_MAG_000952	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
